date,store,product,category,units_sold,unit_price,discount_applied,payment_method
2024-11-29,Lagos Mall,Rice-5 KG,Groceries,143,2795.06,0.1,
2023-07-08,Port Harcourt Outlet,Detergent 2kg,grocery,86,4694.29,0.1,cash
2021-01-26,Lagos Mall,Toothpaste,Personal Care,15,5973.54,0.0,pos
2021-01-04,lagos mall,Tooth paste,Household,20,6617.7,0.15,Transfer
2023-07-01,Abuja Central,Toothpaste,Household,118,8859.07,0.1,pos
2022-01-12,Lagos Mall,Detergent-2 KG,Personal Care,47,5830.6,0.1,Cash
2024-09-09,Abuja Central,Soap Bar,Groceries,110,5463.0,0.05,Transfer
2024-01-21,Port Harcourt Outlet,Rice 5kg,House hold,85,4011.67,0.05,
2023-09-28,Ibadan Plaza,Sugar 1kg,Groceries,14,2348.4,0.1,POS
2023-01-19,Lagos Mall,Sugar 1kg,Household,121,1367.31,0.0,cash
2021-04-05,Port Harcourt Outlet,Soap Bar,personal care,99,3884.26,0.15,pos
2021-09-27,Port Harcourt Outlet,Soap-Bar,grocery,91,5878.56,0.0,pos
2024-03-19,Abuja Central,Tooth paste,Household,-6,1307.99,,cash
2023-09-26,Lagos Mall,rice 5kg,Groceries,80,8027.01,0.05,POS
2020-04-09,lagos mall,Toothpaste,Personal Care,66,4000.81,0.1,POS
2024-06-14,Ibadan Plaza,Cooking Oil 1 Liter,Household,95,5330.65,0.0,Cash
2022-07-11,Port Harcourt Outlet,Cooking Oil 1 Liter,Personal Care,132,1007.39,0.05,pos
2021-07-31,Lagos Mall,Rice 5kg,personal care,88,4148.96,0.1,pos
2021-08-11,Abuja Central,Rice 5kg,Household,69,6093.78,,POS
2020-10-20,Port Harcourt Outlet,rice 5kg,Personal Care,13,713.23,0.1,Transfer
2021-11-22,lagos mall,Soap-Bar,Personal Care,32,4683.07,0.1,
2020-09-04,Lagos Mall,rice 5kg,Personal Care,147,8005.16,,pos
2024-02-26,Lagos Mall,Toothpaste,personal care,14,6571.47,0.0,
2020-09-06,Port Harcourt Outlet,Cooking Oil 1L,Household,142,2853.05,0.05,Transfer
2021-05-12,Port Harcourt Outlet,rice 5kg,House hold,122,355.63,0.1,Cash
2022-08-13,lagos mall,Soap-Bar,personal care,44,889.26,0.15,cash
2020-05-10,lagos mall,Detergent-2 KG,Groceries,-2,5605.12,0.15,POS
2022-07-11,lagos mall,Detergent-2 KG,personal care,78,4690.13,,POS
2020-04-30,Ibadan Plaza,Sugar 1kg,Household,131,2568.97,,Cash
2022-09-05,Ibadan Plaza,Detergent 2kg,House hold,146,4323.37,0.0,cash
2021-06-05,Ibadan Plaza,rice 5kg,grocery,108,1052.62,0.0,pos
2020-01-31,Ibadan Plaza,Sugar 1kg,House hold,105,4402.7,0.0,Cash
2020-08-05,Port Harcourt Outlet,Rice 5kg,Personal Care,110,376.88,,Cash
2024-02-23,Ibadan Plaza,Detergent 2kg,Household,50,8384.14,0.15,Cash
2021-12-21,Abuja Central,Tooth paste,Household,139,6502.17,0.05,cash
2020-06-30,Lagos Mall,Detergent-2 KG,grocery,54,5136.86,0.1,Cash
2024-08-21,lagos mall,Toothpaste,Personal Care,26,7151.87,0.1,cash
2021-04-21,Port Harcourt Outlet,Sugar 1 KG,House hold,136,8164.59,,pos
2024-07-14,Lagos Mall,Rice 5kg,Personal Care,122,2486.44,,
,Port Harcourt Outlet,Detergent 2kg,personal care,133,2393.79,0.1,Transfer
2020-11-17,lagos mall,Tooth paste,Household,89,2610.63,,
2024-06-26,Abuja Central,Sugar 1 KG,House hold,108,7087.52,0.1,POS
2020-03-02,Ibadan Plaza,Soap-Bar,Household,75,5234.63,,Transfer
2023-01-24,Port Harcourt Outlet,Rice 5kg,Personal Care,89,8047.06,0.05,pos
2021-05-25,Port Harcourt Outlet,Rice-5 KG,Personal Care,9,5847.41,0.05,cash
2023-09-03,lagos mall,Cooking Oil 1L,Personal Care,99,8321.64,0.1,cash
2022-05-18,Ibadan Plaza,Sugar 1 KG,House hold,94,5094.09,0.15,POS
2022-08-13,Abuja Central,Cooking Oil 1L,Personal Care,120,7015.33,0.1,Transfer
2020-02-14,Lagos Mall,Rice 5kg,Household,112,1619.88,0.0,Transfer
2022-10-20,Lagos Mall,Cooking Oil 1L,Groceries,109,7553.14,,Cash
2023-07-19,Lagos Mall,Sugar 1kg,grocery,67,6906.74,0.15,
2022-08-27,Lagos Mall,Detergent 2kg,House hold,100,4695.15,0.1,pos
2024-03-08,Ibadan Plaza,rice 5kg,Groceries,131,3953.24,0.0,pos
,Port Harcourt Outlet,Cooking Oil 1 Liter,Personal Care,22,8475.66,,POS
,lagos mall,Cooking Oil 1L,personal care,85,7307.66,0.15,POS
2023-06-20,Abuja Central,Rice-5 KG,Personal Care,29,4243.55,0.0,pos
2021-04-14,Ibadan Plaza,Sugar 1kg,grocery,94,5928.38,0.0,pos
2024-06-24,Ibadan Plaza,rice 5kg,Groceries,74,727.43,0.1,pos
2024-12-23,Lagos Mall,Soap-Bar,Groceries,105,1066.43,,Cash
2022-05-29,Lagos Mall,Soap-Bar,personal care,74,6062.27,0.0,Cash
2022-06-04,Abuja Central,rice 5kg,grocery,25,4265.71,0.15,Transfer
2021-10-30,Abuja Central,Toothpaste,personal care,130,3574.99,0.0,Cash
2021-09-05,lagos mall,Tooth paste,Household,0,3483.05,0.15,pos
2024-11-23,Lagos Mall,Sugar 1kg,Personal Care,26,7924.42,0.15,
2023-06-16,Ibadan Plaza,Soap Bar,House hold,4,1970.93,0.05,POS
2023-10-15,Lagos Mall,Rice 5kg,personal care,123,505.76,0.1,cash
2023-08-29,Abuja Central,Detergent-2 KG,House hold,139,2211.52,0.05,POS
2023-06-21,Abuja Central,Tooth paste,Household,41,2596.86,0.05,cash
2024-02-08,Abuja Central,Toothpaste,Groceries,3,4616.4,0.05,Cash
2021-05-02,Ibadan Plaza,rice 5kg,personal care,104,8315.06,0.0,cash
2021-06-27,Ibadan Plaza,Rice-5 KG,Groceries,36,4963.38,,Transfer
2020-12-15,Port Harcourt Outlet,Toothpaste,personal care,142,7137.9,0.1,cash
2021-10-03,Lagos Mall,Soap-Bar,House hold,62,4016.19,0.15,Transfer
2023-11-13,Ibadan Plaza,Detergent-2 KG,grocery,54,7497.11,0.0,
,Ibadan Plaza,Soap Bar,Household,48,8448.64,0.1,Transfer
2020-09-06,lagos mall,Detergent 2kg,grocery,68,5483.98,,cash
2023-12-21,Abuja Central,Soap Bar,Personal Care,58,8256.54,,POS
2021-08-13,Ibadan Plaza,Sugar 1 KG,Household,99,683.28,0.05,Transfer
2024-03-08,Port Harcourt Outlet,Soap-Bar,Personal Care,95,8901.01,,pos
2021-06-20,Ibadan Plaza,Soap-Bar,personal care,37,3147.86,0.1,
2024-01-01,Port Harcourt Outlet,Toothpaste,House hold,138,3840.96,0.05,
,lagos mall,Rice-5 KG,personal care,121,1607.22,0.1,cash
2020-04-01,Port Harcourt Outlet,Sugar 1 KG,House hold,122,979.3,0.1,POS
2024-09-30,Ibadan Plaza,rice 5kg,personal care,106,5308.57,0.05,Cash
2024-06-23,lagos mall,Sugar 1 KG,grocery,45,1380.73,0.1,POS
2020-04-01,lagos mall,Sugar 1 KG,Household,17,8652.62,0.0,
2021-05-12,Port Harcourt Outlet,Rice 5kg,House hold,48,6130.38,,Transfer
2022-06-08,Lagos Mall,Soap-Bar,Groceries,71,3115.25,0.0,pos
2023-07-07,lagos mall,rice 5kg,personal care,129,7345.27,,Transfer
2024-12-20,lagos mall,Soap-Bar,Personal Care,8,4521.89,0.15,Transfer
2024-01-25,Abuja Central,Detergent-2 KG,Household,104,2718.32,0.05,POS
2023-06-12,Lagos Mall,Rice-5 KG,Household,50,3769.88,0.05,cash
2020-09-26,Ibadan Plaza,Detergent-2 KG,personal care,95,2990.09,,
2021-05-11,Port Harcourt Outlet,Cooking Oil 1 Liter,grocery,-7,8304.07,0.1,cash
2024-02-08,lagos mall,Cooking Oil 1L,grocery,106,361.82,0.0,cash
2024-01-08,Ibadan Plaza,Sugar 1 KG,Personal Care,124,4797.77,0.15,POS
2022-08-14,Abuja Central,Rice-5 KG,Groceries,1,5636.89,0.15,Cash
2024-09-07,Lagos Mall,Toothpaste,grocery,130,6991.14,0.1,pos
2022-10-01,lagos mall,Rice-5 KG,personal care,5,2919.44,0.1,pos
2024-03-05,lagos mall,Soap-Bar,grocery,114,2699.11,0.0,pos
2021-08-27,Port Harcourt Outlet,Rice 5kg,Household,-8,2321.05,,Cash
2021-06-30,Lagos Mall,Tooth paste,Household,108,3546.73,0.05,Transfer
2022-10-05,Ibadan Plaza,Toothpaste,Personal Care,65,6236.03,,POS
2021-06-30,Port Harcourt Outlet,Sugar 1 KG,Groceries,-4,4463.3,0.1,
2022-01-06,Lagos Mall,Detergent-2 KG,House hold,111,2665.3,0.05,cash
2021-12-14,Lagos Mall,Rice 5kg,Personal Care,141,7800.24,0.15,Transfer
2023-02-17,Abuja Central,Sugar 1kg,Groceries,85,7209.73,,pos
2022-06-26,Ibadan Plaza,Rice 5kg,Household,19,2110.83,0.0,Cash
2022-12-09,Abuja Central,Sugar 1 KG,Household,133,6598.89,0.1,POS
2024-06-10,Ibadan Plaza,Sugar 1kg,Personal Care,106,7119.61,0.0,
2023-12-22,lagos mall,Rice-5 KG,Groceries,74,4602.68,0.1,Transfer
2020-11-27,Ibadan Plaza,rice 5kg,Household,140,1072.66,0.15,
2024-03-31,Abuja Central,Tooth paste,Household,82,8075.84,0.15,cash
2023-05-26,Lagos Mall,Soap Bar,Household,61,4131.16,0.1,cash
2021-11-21,Ibadan Plaza,rice 5kg,Groceries,57,3248.43,0.05,Transfer
2021-12-27,lagos mall,Toothpaste,House hold,62,1487.91,0.05,
,lagos mall,Soap-Bar,Personal Care,108,2579.23,0.15,cash
2020-12-19,Port Harcourt Outlet,Cooking Oil 1 Liter,House hold,2,4754.97,0.15,Cash
2022-02-19,lagos mall,Cooking Oil 1 Liter,Personal Care,21,8189.12,0.05,pos
2022-01-20,Port Harcourt Outlet,Sugar 1 KG,grocery,-8,1049.56,0.05,
2024-07-24,Port Harcourt Outlet,rice 5kg,Groceries,46,2019.15,0.15,Transfer
2020-04-22,Ibadan Plaza,Rice-5 KG,Groceries,-6,5411.74,0.15,cash
2020-08-17,Ibadan Plaza,Cooking Oil 1 Liter,personal care,110,1483.74,0.15,
2022-09-23,lagos mall,rice 5kg,Household,-6,4735.6,0.1,Cash
2023-08-23,Lagos Mall,Detergent-2 KG,personal care,94,7606.48,0.05,pos
2023-06-18,lagos mall,Detergent-2 KG,Groceries,10,6487.27,0.0,pos
2024-06-06,lagos mall,Toothpaste,Groceries,69,8040.32,,
2020-01-01,Ibadan Plaza,Soap Bar,grocery,101,2753.72,0.0,
2020-10-02,lagos mall,Rice 5kg,House hold,73,6518.93,0.0,Transfer
2023-08-15,lagos mall,Sugar 1kg,Household,126,367.28,,cash
2023-03-06,Port Harcourt Outlet,rice 5kg,Personal Care,-6,7386.7,0.0,Transfer
2020-02-05,Port Harcourt Outlet,Soap-Bar,Household,30,6433.64,0.15,Transfer
2022-02-02,Abuja Central,Detergent 2kg,grocery,103,8015.42,,POS
2020-03-26,Port Harcourt Outlet,Detergent-2 KG,Personal Care,137,583.59,0.1,POS
2021-12-18,Lagos Mall,Sugar 1 KG,personal care,116,1697.91,0.0,POS
2024-09-13,Abuja Central,Tooth paste,Personal Care,29,3543.16,,Transfer
2024-07-05,Abuja Central,Sugar 1kg,grocery,96,6984.62,0.1,Cash
2024-03-18,lagos mall,Detergent 2kg,Groceries,132,3082.33,0.15,Transfer
2023-09-19,Lagos Mall,Detergent-2 KG,Personal Care,133,3472.85,0.0,
2020-09-08,Lagos Mall,Sugar 1 KG,grocery,105,465.56,0.0,
2020-05-22,lagos mall,Detergent 2kg,grocery,6,1341.16,0.1,pos
2023-10-13,Lagos Mall,Rice-5 KG,Groceries,6,2564.28,0.1,Cash
2023-02-16,Ibadan Plaza,Cooking Oil 1L,Household,34,7620.63,0.1,pos
2022-07-06,Lagos Mall,Rice 5kg,House hold,46,6869.8,0.05,
2024-05-17,Abuja Central,Detergent 2kg,House hold,132,7225.81,0.05,pos
2023-07-11,lagos mall,Cooking Oil 1 Liter,Household,30,2895.19,0.1,pos
2024-02-06,lagos mall,Soap-Bar,grocery,117,2876.22,0.1,Cash
2022-02-19,lagos mall,Soap Bar,grocery,2,1292.29,0.15,POS
,Abuja Central,Detergent-2 KG,personal care,84,4374.66,0.05,
2020-02-10,Lagos Mall,Soap-Bar,Groceries,0,6573.64,0.1,Transfer
2020-09-16,Lagos Mall,Detergent-2 KG,Personal Care,-3,8561.29,,cash
2020-06-12,Lagos Mall,Cooking Oil 1 Liter,Personal Care,86,3232.1,0.05,POS
2022-02-22,Port Harcourt Outlet,Sugar 1 KG,personal care,60,8922.45,0.0,POS
2021-02-13,lagos mall,Detergent 2kg,Household,-4,5936.54,0.15,pos
2020-11-11,lagos mall,Toothpaste,grocery,3,469.08,0.0,POS
2021-01-26,Lagos Mall,Tooth paste,Groceries,120,5713.02,0.0,Cash
2021-01-15,Port Harcourt Outlet,Soap Bar,personal care,33,5057.72,,pos
2021-02-04,Abuja Central,Detergent-2 KG,Personal Care,8,8095.43,,pos
2021-11-28,Abuja Central,rice 5kg,Groceries,53,4954.67,,cash
2024-02-14,Port Harcourt Outlet,Cooking Oil 1 Liter,personal care,0,3547.88,,
2022-08-31,Lagos Mall,Cooking Oil 1 Liter,House hold,17,752.31,0.1,
2024-10-06,Lagos Mall,Detergent 2kg,personal care,44,4185.24,,POS
2021-02-21,Port Harcourt Outlet,Sugar 1kg,Groceries,31,7519.26,0.15,Cash
2023-01-05,Lagos Mall,Detergent-2 KG,House hold,99,3445.78,0.1,Cash
2022-06-09,lagos mall,Sugar 1 KG,Groceries,75,8688.49,0.15,pos
2022-05-13,Lagos Mall,rice 5kg,personal care,149,6210.18,0.1,cash
2020-10-23,Port Harcourt Outlet,Sugar 1kg,House hold,103,7242.74,0.1,Cash
2020-10-31,lagos mall,Toothpaste,House hold,48,5096.35,,Cash
2023-08-06,Abuja Central,Cooking Oil 1 Liter,House hold,54,6414.95,0.15,pos
2022-02-12,Ibadan Plaza,Cooking Oil 1 Liter,personal care,140,3747.22,,POS
2021-05-24,Lagos Mall,Rice 5kg,House hold,143,4966.95,0.15,Cash
2022-09-03,Lagos Mall,Tooth paste,Groceries,128,7374.98,,POS
2023-08-03,lagos mall,Cooking Oil 1 Liter,Personal Care,132,512.74,0.15,Cash
2021-12-16,Port Harcourt Outlet,Cooking Oil 1L,House hold,41,6282.52,0.15,POS
2020-02-19,Ibadan Plaza,Tooth paste,personal care,85,3955.78,0.0,cash
2022-12-30,Lagos Mall,Soap-Bar,Groceries,102,4703.32,0.05,POS
2020-03-09,Lagos Mall,Sugar 1kg,Personal Care,41,1703.36,0.1,
2020-11-12,Lagos Mall,Cooking Oil 1 Liter,House hold,110,4277.26,0.15,POS
2021-12-13,Ibadan Plaza,Rice 5kg,personal care,71,4470.83,,POS
2021-02-25,lagos mall,Detergent 2kg,Household,65,553.85,0.05,POS
2024-04-26,Ibadan Plaza,Sugar 1 KG,grocery,-6,3331.45,,POS
2022-05-03,Port Harcourt Outlet,Cooking Oil 1L,Household,142,5943.83,0.1,Cash
2024-10-23,lagos mall,Cooking Oil 1L,personal care,35,3805.03,,cash
2021-08-21,lagos mall,rice 5kg,Groceries,28,929.33,,Cash
,lagos mall,Detergent-2 KG,grocery,18,5135.42,,Transfer
2024-09-30,lagos mall,Soap-Bar,personal care,125,7249.98,0.15,
2021-12-06,Ibadan Plaza,Rice-5 KG,Household,25,6124.65,,
2023-05-20,lagos mall,Soap-Bar,Household,50,2792.93,0.15,Transfer
2023-08-24,Port Harcourt Outlet,Cooking Oil 1 Liter,House hold,-8,2814.03,0.0,pos
2024-02-07,lagos mall,Cooking Oil 1L,personal care,75,6155.74,0.0,Transfer
2023-10-22,lagos mall,Cooking Oil 1 Liter,Personal Care,32,8439.96,0.0,pos
2022-02-21,Lagos Mall,Sugar 1kg,House hold,114,2976.28,0.0,POS
2024-03-10,Abuja Central,Tooth paste,Household,102,7118.09,0.1,cash
2024-04-25,Abuja Central,Sugar 1 KG,Groceries,81,7534.89,,pos
2024-03-27,Ibadan Plaza,Cooking Oil 1L,House hold,68,342.76,,Transfer
2022-01-11,Port Harcourt Outlet,Rice-5 KG,House hold,145,6273.05,,POS
2024-01-29,Abuja Central,Sugar 1kg,House hold,94,1400.5,0.1,Cash
2021-06-17,Ibadan Plaza,Toothpaste,House hold,17,4976.07,,POS
2024-02-27,Lagos Mall,Rice-5 KG,House hold,87,5172.7,0.0,Cash
2023-01-01,Port Harcourt Outlet,Detergent 2kg,Household,76,7328.17,0.05,POS
2020-07-01,Abuja Central,Detergent 2kg,Household,143,4065.68,0.0,POS
2024-02-24,lagos mall,Detergent 2kg,Groceries,119,7794.28,,cash
2023-12-26,Ibadan Plaza,Detergent 2kg,Personal Care,64,5770.52,0.0,pos
2023-04-12,Lagos Mall,Rice 5kg,Groceries,18,489.29,0.0,pos
2022-07-06,Ibadan Plaza,Detergent 2kg,grocery,3,4728.23,0.1,Cash
2022-05-04,Port Harcourt Outlet,Soap-Bar,Personal Care,24,7268.01,0.0,pos
2024-07-26,lagos mall,Cooking Oil 1L,Groceries,0,1137.66,0.05,
2020-03-14,Port Harcourt Outlet,Soap-Bar,Personal Care,0,8585.27,0.0,POS
2020-02-17,Ibadan Plaza,rice 5kg,personal care,118,2501.8,0.15,Transfer
2023-04-06,Lagos Mall,Rice 5kg,Household,90,4641.48,,pos
2021-05-17,Port Harcourt Outlet,Toothpaste,grocery,24,4752.9,0.0,cash
2020-12-29,Abuja Central,rice 5kg,grocery,54,8212.67,0.05,
2024-02-28,Port Harcourt Outlet,Tooth paste,House hold,71,7789.54,0.15,
2021-03-29,Port Harcourt Outlet,Rice 5kg,personal care,98,1369.82,,POS
2022-03-11,Port Harcourt Outlet,Toothpaste,Personal Care,57,2459.54,0.1,POS
2020-03-29,Abuja Central,Cooking Oil 1L,personal care,41,304.41,0.1,Transfer
2023-05-18,Abuja Central,Rice-5 KG,Groceries,55,3624.38,,
2021-09-03,Ibadan Plaza,Detergent-2 KG,Household,98,4584.58,0.0,Transfer
2024-12-12,lagos mall,Detergent 2kg,Groceries,9,4332.18,0.0,
2022-09-24,Lagos Mall,Toothpaste,Personal Care,119,8897.44,,Cash
2023-11-14,Ibadan Plaza,Sugar 1 KG,Household,38,4044.77,0.05,Transfer
2024-03-10,Ibadan Plaza,rice 5kg,Household,67,8990.94,,Cash
2020-12-30,lagos mall,rice 5kg,Personal Care,123,3272.33,0.05,Cash
2022-07-24,Lagos Mall,Rice-5 KG,grocery,-8,4782.03,,POS
2020-09-14,Ibadan Plaza,Toothpaste,Groceries,19,3892.33,0.0,POS
2024-03-21,Ibadan Plaza,Tooth paste,personal care,147,8702.69,0.1,cash
2020-07-15,Port Harcourt Outlet,Rice 5kg,grocery,145,613.81,0.0,cash
2024-01-02,Lagos Mall,Soap Bar,grocery,88,8216.63,0.05,Cash
2021-03-31,Port Harcourt Outlet,Detergent 2kg,grocery,3,4740.15,0.1,cash
2024-02-14,Abuja Central,Toothpaste,Household,97,4150.47,0.1,POS
2022-03-16,Abuja Central,Detergent 2kg,Household,39,4540.14,0.15,Transfer
2020-10-05,lagos mall,Sugar 1 KG,Household,90,6249.05,0.1,pos
2022-11-17,Abuja Central,Soap-Bar,Household,148,1660.5,,Cash
2022-07-02,Lagos Mall,Rice-5 KG,personal care,26,8760.85,0.1,cash
2023-07-26,Lagos Mall,Rice-5 KG,grocery,101,5742.13,0.05,POS
2022-02-13,Ibadan Plaza,Toothpaste,grocery,91,7562.63,0.1,cash
2022-01-19,Lagos Mall,Sugar 1kg,personal care,88,8111.33,0.1,POS
2020-02-10,Lagos Mall,Soap-Bar,Groceries,0,6573.64,0.1,Transfer
2022-02-18,Abuja Central,Detergent 2kg,Personal Care,147,2683.1,0.0,
2024-11-22,lagos mall,Tooth paste,personal care,29,4427.83,0.1,cash
2021-12-19,Lagos Mall,Detergent 2kg,Groceries,121,2125.37,0.15,Transfer
2020-11-18,Abuja Central,Detergent-2 KG,personal care,7,3487.91,0.15,Cash
2021-01-04,Lagos Mall,Sugar 1kg,Household,52,5741.94,0.15,Cash
2022-11-11,Abuja Central,Detergent-2 KG,Personal Care,68,6485.38,0.15,Transfer
2020-09-21,Lagos Mall,Rice 5kg,House hold,61,7230.39,,
2020-09-05,Lagos Mall,Sugar 1kg,Personal Care,76,4087.08,0.15,pos
2024-12-27,Ibadan Plaza,Cooking Oil 1L,Personal Care,124,3749.66,,
2024-12-21,Abuja Central,Cooking Oil 1L,grocery,127,6393.33,0.0,Cash
2024-05-30,Port Harcourt Outlet,Cooking Oil 1L,Personal Care,0,8883.58,,
2024-08-19,Ibadan Plaza,Soap Bar,House hold,83,3630.82,0.15,cash
2022-11-30,Port Harcourt Outlet,Toothpaste,grocery,63,3919.89,0.1,cash
2023-08-22,Lagos Mall,Sugar 1 KG,Household,75,8145.72,0.1,pos
2024-08-27,lagos mall,Tooth paste,House hold,41,2230.39,0.0,Transfer
2023-12-22,Abuja Central,Sugar 1kg,personal care,147,5948.98,0.1,pos
2023-08-17,Abuja Central,Detergent-2 KG,House hold,115,2702.68,0.15,cash
2022-08-03,Lagos Mall,Cooking Oil 1L,Household,5,3386.1,0.05,cash
2023-09-08,lagos mall,Sugar 1kg,House hold,-8,2448.74,0.15,
2021-10-02,Lagos Mall,Sugar 1kg,grocery,12,3475.61,0.1,POS
2020-07-24,Port Harcourt Outlet,Soap-Bar,House hold,14,1527.08,0.15,
2021-12-25,lagos mall,Tooth paste,House hold,91,8064.22,0.0,Transfer
2024-02-24,lagos mall,Rice 5kg,Household,129,1776.73,0.0,pos
2021-12-26,lagos mall,rice 5kg,House hold,57,2377.04,0.05,pos
,lagos mall,Detergent-2 KG,Personal Care,136,4061.86,0.1,POS
2021-03-16,Ibadan Plaza,Tooth paste,House hold,46,3901.49,0.1,POS
2022-05-03,Abuja Central,Soap Bar,Household,71,3446.36,0.0,pos
2022-04-12,Abuja Central,Detergent 2kg,House hold,95,4925.65,0.1,Transfer
2022-04-02,Lagos Mall,Rice 5kg,Groceries,18,6458.76,,pos
2022-05-30,Abuja Central,Detergent 2kg,grocery,123,7236.27,0.1,Transfer
2022-08-15,Ibadan Plaza,Soap-Bar,personal care,28,4744.7,0.1,Cash
2023-10-12,lagos mall,Rice-5 KG,House hold,82,872.87,0.1,
2023-12-09,Lagos Mall,Detergent 2kg,Groceries,149,3203.11,0.05,pos
2020-06-17,Port Harcourt Outlet,rice 5kg,grocery,52,1174.73,0.05,pos
2022-05-17,lagos mall,Cooking Oil 1L,grocery,57,5744.01,0.0,pos
2021-02-10,Port Harcourt Outlet,rice 5kg,Groceries,33,6720.95,0.05,POS
,Port Harcourt Outlet,Toothpaste,personal care,139,5422.94,0.1,Transfer
,Abuja Central,Rice-5 KG,House hold,98,7600.6,,
2023-10-03,Lagos Mall,Detergent 2kg,personal care,130,5818.75,0.05,Cash
2024-01-06,Port Harcourt Outlet,Detergent 2kg,Personal Care,126,8269.56,0.1,cash
2022-05-13,Abuja Central,Sugar 1 KG,grocery,62,8051.32,0.05,Cash
2020-09-19,Ibadan Plaza,Detergent 2kg,grocery,2,4865.1,0.1,pos
2022-05-28,Port Harcourt Outlet,Tooth paste,Household,39,346.56,0.15,POS
2021-11-16,Port Harcourt Outlet,Sugar 1kg,Household,45,2401.71,0.1,Cash
2020-09-23,Abuja Central,rice 5kg,Personal Care,138,2560.61,0.0,cash
2023-07-30,Ibadan Plaza,Soap Bar,Household,117,2750.27,0.1,
2020-08-19,Port Harcourt Outlet,Cooking Oil 1 Liter,Household,5,4674.19,0.05,Cash
2024-10-17,lagos mall,Rice-5 KG,Personal Care,135,7105.86,,Cash
2020-03-13,Lagos Mall,Cooking Oil 1 Liter,House hold,124,5686.62,,cash
2023-07-21,Abuja Central,Sugar 1 KG,grocery,62,729.68,0.1,
2021-10-05,Abuja Central,Cooking Oil 1 Liter,Household,127,4235.51,0.1,Transfer
2022-12-06,Ibadan Plaza,Detergent-2 KG,Groceries,8,5575.17,0.05,cash
2022-12-08,Lagos Mall,Sugar 1kg,Personal Care,129,6767.35,,pos
2020-10-23,lagos mall,Tooth paste,House hold,51,299.15,0.05,Cash
2022-03-06,lagos mall,Tooth paste,grocery,146,1433.5,0.05,cash
2020-01-13,Port Harcourt Outlet,Detergent 2kg,grocery,111,6038.69,0.0,cash
2024-06-07,lagos mall,Rice-5 KG,Personal Care,63,336.42,0.15,Cash
2023-05-22,Ibadan Plaza,Toothpaste,personal care,-6,2834.33,,Cash
2023-03-27,Port Harcourt Outlet,Detergent-2 KG,Groceries,91,3966.07,,pos
2021-12-08,lagos mall,Sugar 1 KG,Groceries,107,6852.44,0.05,POS
2020-01-14,Port Harcourt Outlet,Detergent-2 KG,Household,9,4810.15,0.0,
2024-09-19,Ibadan Plaza,Cooking Oil 1L,Personal Care,134,3953.31,,cash
2024-02-02,Port Harcourt Outlet,Sugar 1kg,Groceries,5,8789.89,0.05,Cash
2022-05-09,lagos mall,Sugar 1 KG,Groceries,7,8702.17,0.15,POS
2024-06-12,Port Harcourt Outlet,Detergent-2 KG,Groceries,102,483.76,0.05,cash
2023-09-13,Lagos Mall,Sugar 1kg,Household,95,6084.93,0.15,cash
2022-04-07,Abuja Central,rice 5kg,House hold,86,576.5,0.05,POS
2021-12-06,Lagos Mall,Sugar 1kg,personal care,101,5460.52,0.15,
2024-07-02,lagos mall,Sugar 1 KG,Household,93,2308.92,0.05,cash
,lagos mall,Toothpaste,Groceries,48,3615.19,0.15,
2024-10-23,lagos mall,rice 5kg,Groceries,113,4965.73,,Cash
2021-11-11,lagos mall,Cooking Oil 1 Liter,House hold,-3,771.1,,Transfer
2022-11-30,lagos mall,Detergent 2kg,House hold,131,3725.24,0.15,
2024-01-23,lagos mall,Soap Bar,House hold,96,2746.52,,POS
2020-08-16,Abuja Central,Sugar 1 KG,Groceries,8,7320.55,0.0,Cash
2023-02-26,Abuja Central,Detergent 2kg,grocery,58,898.11,0.05,Transfer
2022-10-28,Port Harcourt Outlet,rice 5kg,grocery,99,8493.68,,POS
2020-10-30,Abuja Central,Tooth paste,Household,8,3487.55,,POS
2021-02-23,Lagos Mall,Rice-5 KG,grocery,119,280.72,,POS
2021-01-07,Abuja Central,Rice 5kg,Personal Care,52,4254.96,0.15,cash
2021-12-25,Lagos Mall,Toothpaste,personal care,32,6356.27,0.0,Transfer
2024-04-15,Lagos Mall,Sugar 1 KG,House hold,34,6717.37,0.05,POS
2021-08-21,lagos mall,rice 5kg,Groceries,28,929.33,,Cash
2020-02-14,Ibadan Plaza,Rice-5 KG,Groceries,105,3000.57,0.0,cash
,Abuja Central,Rice 5kg,Household,-1,945.48,,pos
2024-09-25,Lagos Mall,Sugar 1 KG,personal care,148,6813.51,,cash
2020-07-25,Lagos Mall,Soap-Bar,personal care,103,464.47,,
2024-07-08,Abuja Central,Soap Bar,personal care,25,5761.73,0.1,cash
2022-04-28,Lagos Mall,rice 5kg,House hold,24,3578.94,0.0,Transfer
2023-04-09,Lagos Mall,Soap Bar,grocery,-3,341.3,0.1,Cash
2023-05-25,Abuja Central,Cooking Oil 1L,Household,141,1255.61,0.05,pos
2021-06-27,lagos mall,Sugar 1 KG,Household,34,6032.5,0.1,Transfer
2023-12-04,Lagos Mall,Rice-5 KG,grocery,141,4646.98,0.15,pos
2022-11-21,lagos mall,Toothpaste,personal care,69,4637.9,0.0,pos
2024-09-09,lagos mall,rice 5kg,Groceries,132,386.2,0.05,cash
2023-11-16,Port Harcourt Outlet,Rice 5kg,Personal Care,103,846.76,0.15,cash
